Time, Frame ID, Hand Type, # hands, Position X, Position Y, Position Z, Velocity X, Velocity Y, Velocity Z, Pitch, Roll, Yaw, Wrist Pos X, Wrist Pos Y, Wrist Pos Z, Elbow pos X, Elbow Pos Y, Elbow Pos Z, Grab Strenth, Grab Angle, Pinch Strength
421.8397,96803,right,1,101.3853,247.0785,7.57926,163.9259,152.5408,6.387414,1.600848,-1.011503,-1.619358,141.0681,189.8739,-3.002056,295.4301,-3.165353,-36.46659,1,3.141593,0.8514733
421.8568,96805,right,1,102.692,248.1217,7.589554,74.91516,59.80347,0.5901307,1.589038,-1.023329,-1.600943,141.9212,190.4964,-2.416625,297.0361,-1.937522,-35.88608,1,3.141593,0.9121157
421.8723,96807,right,1,103.0502,247.3423,7.370949,20.82523,-45.31415,-12.71034,1.573923,-1.004742,-1.575724,143.0248,190.0978,-1.839616,296.2554,-4.30945,-32.46423,1,3.141593,0.9646568
421.8892,96809,right,1,103.3749,247.0879,7.206038,18.43985,-14.45055,-9.365725,1.570506,-0.9765764,-1.570367,144.6621,190.7422,-1.664686,296.5074,-5.401175,-27.78821,1,3.141593,0.9687606
421.9055,96811,right,1,101.9484,245.7984,6.856433,-82.92469,-74.95969,-20.32346,1.566381,-0.9247211,-1.564953,145.7519,191.3489,-1.59824,300.9721,-2.900053,-21.23739,1,3.141593,0.9385763
421.9221,96813,right,1,99.72504,245.1133,6.486795,-128.9351,-39.72828,-21.43577,1.563308,-0.8672941,-1.561999,146.2614,192.9663,-1.643067,302.5558,-0.8264339,-16.7451,1,3.141593,0.9381504
421.9534,96817,right,1,90.59214,239.2389,5.869001,-298.2162,-196.5398,-18.60331,1.591477,-0.765997,-1.59078,141.9998,192.1864,-3.640457,302.9337,3.512238,-30.36068,1,3.141593,1
421.9559,96817,right,1,90.59214,239.2389,5.869001,-298.2162,-196.5398,-18.60331,1.591477,-0.765997,-1.59078,141.9998,192.1864,-3.640457,302.9337,3.512238,-30.36068,1,3.141593,1
421.9713,96819,right,1,82.83743,233.3504,5.459947,-447.1633,-339.5522,-23.58749,1.624338,-0.5750578,-1.605553,141.4132,196.3468,-5.055315,297.2556,5.970371,-46.06299,1,3.141593,1
421.9896,96821,right,1,74.662,221.3051,3.54874,-472.8141,-696.6176,-110.5319,1.634994,-0.3898351,-1.597064,138.6417,195.3077,-6.500259,303.0445,13.31937,-51.92725,1,3.047096,1
422.0046,96823,right,1,70.28506,207.9431,-1.639058,-251.8668,-768.9055,-298.5267,1.482216,-0.2038698,-1.552296,137.7244,192.837,-8.748042,313.3541,19.49805,-45.07256,1,2.567601,1
422.0215,96825,right,1,69.8758,188.5613,-5.340466,-23.49088,-1112.489,-212.456,0.1588514,-0.002661136,-1.514849,138.9067,186.2325,-9.31039,333.9324,31.92561,-28.44184,0.646988,1.94615,0.59517
422.053,96829,right,1,74.05543,170.7329,-5.410738,89.24467,-423.3762,20.66069,-1.389238,0.2776291,-1.519267,140.8519,185.7328,-8.976432,351.3557,51.97618,-5.982204,0,0.687155,0
422.0551,96829,right,1,74.05543,170.7329,-5.410738,89.24467,-423.3762,20.66069,-1.389238,0.2776291,-1.519267,140.8519,185.7328,-8.976432,351.3557,51.97618,-5.982204,0,0.687155,0
422.0712,96831,right,1,74.07034,165.2676,-6.195217,0.8563993,-313.9918,-45.06944,-1.492236,0.3508816,-1.54226,139.3493,184.91,-10.80572,353.5292,57.26907,-3.995674,0,0.2857901,0
422.0891,96833,right,1,74.06895,162.6959,-7.046637,-0.08040813,-149.02,-49.33765,-1.563413,0.3887414,-1.567775,138.3156,184.8056,-12.74626,354.6553,61.4089,0.7464431,0,0.1229172,0
422.1051,96835,right,1,73.4192,161.5979,-6.707576,-37.41022,-63.22211,19.5222,-1.591323,0.3966522,-1.579423,137.3371,184.3107,-12.76851,353.5014,61.19317,5.306939,0,0.1143827,0
422.1218,96837,right,1,72.46822,160.4097,-6.447454,-54.76779,-68.4276,14.9805,-1.629895,0.380822,-1.59474,136.552,182.563,-13.15454,353.3162,60.90928,7.468379,0,0.129765,0
422.1384,96839,right,1,72.80489,161.6976,-6.564031,19.36559,74.08213,-6.705568,-1.63751,0.3684166,-1.596893,137.1528,183.1714,-13.26739,353.7126,61.80281,10.88185,0,0.1560819,0
422.155,96841,right,1,72.84229,163.4575,-5.963836,2.145039,100.9267,34.42076,-1.651475,0.3454637,-1.600277,137.6953,183.8652,-12.83011,357.0031,68.07574,13.78878,0,0.243861,0
422.1864,96845,right,1,72.86577,167.5151,-4.216767,5.663113,135.2706,43.64841,-1.750436,0.2829541,-1.624483,138.8707,184.4658,-12.47752,361.9542,78.45422,22.26355,0,0.3210987,0
422.1888,96845,right,1,72.86577,167.5151,-4.216767,5.663113,135.2706,43.64841,-1.750436,0.2829541,-1.624483,138.8707,184.4658,-12.47752,361.9542,78.45422,22.26355,0,0.3210987,0
