Time, Frame ID, Hand Type, # hands, Position X, Position Y, Position Z, Velocity X, Velocity Y, Velocity Z, Pitch, Roll, Yaw, Wrist Pos X, Wrist Pos Y, Wrist Pos Z, Elbow pos X, Elbow Pos Y, Elbow Pos Z, Grab Strenth, Grab Angle, Pinch Strength
282.2963,85294,left,1,-90.40584,269.9807,191.9433,0,0,0,0.3272968,3.055388,1.357744,-156.768,252.2254,204.2453,-347.1917,113.5649,119.7917,0,0.4114293,0
282.3133,85295,left,1,-93.11242,255.4862,186.6049,-80.90927,-433.293,-159.5838,1.149838,2.83064,1.360502,-152.702,218.7519,194.9156,-380.3049,115.7363,180.5966,0,0.1779794,0
282.3298,85295,left,1,-93.11242,255.4862,186.6049,-80.90927,-433.293,-159.5838,1.149838,2.83064,1.360502,-152.702,218.7519,194.9156,-380.3049,115.7363,180.5966,0,0.1779794,0
282.347,85296,left,1,-89.98949,235.0509,168.2671,121.3777,-794.2499,-712.7292,1.258546,0.3645693,1.426246,-155.3366,212.22,177.191,-339.1972,115.9978,317.037,0,0.7039627,0.5744548
282.3636,85298,left,1,-96.81288,227.4226,155.3314,23.42111,38.14424,-70.31372,0.359008,0.06166276,1.140131,-160.7754,218.6597,181.4326,-318.5703,106.2039,339.7829,0,1.036304,0.004430315
282.3796,85300,left,1,-95.9984,227.7857,156.0722,-20.22069,27.66751,42.70937,0.1680613,0.09057482,1.098998,-159.386,222.4806,184.1564,-309.7581,118.2024,354.839,0,0.9149975,0
282.3965,85302,left,1,-95.22223,228.0926,156.1349,48.99179,11.53029,0.6261742,0.1893041,0.1228306,1.094119,-158.4165,221.9716,184.5249,-305.9999,122.3238,360.3308,0,0.7633033,0
282.4129,85302,left,1,-95.22223,228.0926,156.1349,48.99179,11.53029,0.6261742,0.1893041,0.1228306,1.094119,-158.4165,221.9716,184.5249,-305.9999,122.3238,360.3308,0,0.7633033,0
282.4304,85306,left,1,-95.02303,229.553,156.8522,-37.10449,49.97563,59.09464,0.196921,0.1518381,1.075866,-157.7086,223.0285,186.3712,-302.7327,131.741,368.7249,0,0.7853892,0
282.4464,85308,left,1,-95.17494,230.1755,157.5068,-5.23858,25.20153,34.63661,0.2001448,0.1488519,1.081339,-157.8854,223.9381,186.9571,-300.4324,139.424,374.4564,0,0.8284829,0
282.4631,85310,left,1,-95.40324,230.6522,158.0429,-12.45741,25.18611,31.94988,0.1857373,0.1462221,1.077845,-158.0248,224.8217,187.7446,-299.6662,141.888,376.6307,0,0.8212585,0
282.4799,85311,left,1,-95.49283,230.906,158.1557,-10.04578,28.46633,12.65139,0.1732529,0.1434235,1.065623,-157.8356,225.2872,188.5267,-299.4006,141.1974,376.9584,0,0.8284436,0
282.4972,85313,left,1,-95.54658,231.1043,158.2005,8.919653,-13.46569,-7.890058,0.1582521,0.1385451,1.045795,-157.4143,225.6639,189.629,-298.887,138.0252,376.5066,0,0.8227131,0
282.5139,85315,left,1,-95.34034,230.4935,158.391,16.12623,-56.22057,12.87884,0.1075111,0.1208043,1.034758,-157.002,226.3892,190.3889,-298.7543,135.9222,375.7002,0,0.7939628,0
282.5307,85317,left,1,-94.70628,228.5743,157.5421,37.60123,-118.3937,-43.40273,0.0608715,0.1297691,1.006371,-155.6281,225.7046,191.1337,-295.8626,140.7101,380.1535,0,0.9004101,0
282.5465,85319,left,1,-94.14796,226.2767,156.8008,29.2373,-140.2478,-41.91725,0.01019529,0.1213574,0.9740344,-154.0131,224.9563,192.2956,-289.3242,141.237,385.4283,0,0.8796417,0
282.5633,85321,left,1,-92.74847,222.5591,155.5129,58.86541,-180.9079,-44.95426,-0.01827882,0.09553439,0.9605937,-151.9954,222.4165,191.9409,-282.3779,138.9933,388.5604,0,0.9122503,0
