Time, Frame ID, Hand Type, # hands, Position X, Position Y, Position Z, Velocity X, Velocity Y, Velocity Z, Pitch, Roll, Yaw, Wrist Pos X, Wrist Pos Y, Wrist Pos Z, Elbow pos X, Elbow Pos Y, Elbow Pos Z, Grab Strenth, Grab Angle, Pinch Strength
1441.292,37999,left,1,-66.09663,183.3169,-26.74624,-125.8124,195.1713,-152.0914,2.563468,0.7525509,2.187689,-116.6993,162.7774,-63.15388,-262.9439,-13.94406,-120.6135,0,0.5542464,0
1441.308,38001,left,1,-68.89433,186.1382,-30.38733,-160.9729,162.3315,-209.499,2.519041,0.8176112,2.193286,-119.0053,163.4976,-66.21304,-260.4399,-18.51434,-119.0094,0,0.4160306,0
1441.325,38003,left,1,-72.83956,189.646,-34.48752,-228.7222,203.362,-237.7058,2.463085,0.9187081,2.214106,-121.9136,163.9167,-69.65614,-261.5474,-22.63982,-109.8883,0,0.2842202,0
1441.342,38005,left,1,-77.63635,191.2671,-36.51728,-272.6841,92.15089,-115.3862,2.425526,1.041717,2.238723,-125.4166,162.9544,-71.56792,-255.6361,-29.79276,-114.1234,0,0.2336542,0
1441.359,38007,left,1,-81.25533,194.032,-35.64646,-208.1546,159.0316,50.08707,2.354421,1.130992,2.232498,-127.6523,162.3115,-69.81353,-236.0955,-38.96858,-130.1953,0,0.2284986,0
1441.375,38009,left,1,-79.24134,196.8776,-31.94104,116.99,165.3005,215.2439,2.317691,1.134819,2.24088,-123.8522,163.0947,-66.60103,-215.8376,-41.09048,-142.5396,0,0.2490846,0
1441.392,38011,left,1,-77.75648,200.6565,-27.99273,85.25845,216.9777,226.7056,2.295871,1.209151,2.287334,-119.9567,164.448,-63.39879,-207.2826,-40.90321,-141.6586,0,0.2636953,0
1441.408,38013,left,1,-77.76728,203.4355,-26.25209,-0.6261682,161.1459,100.936,2.23969,1.323158,2.322339,-117.457,163.3305,-60.54636,-200.1362,-45.99334,-133.1219,0,0.1559455,0
1441.425,38015,left,1,-78.80917,205.8883,-24.71976,-59.98232,141.2104,88.2173,2.22105,1.416788,2.362487,-116.3678,163.4931,-58.62541,-190.3272,-51.45711,-123.7864,0,0.2107823,0
1441.442,38017,left,1,-80.61846,207.8455,-23.43378,-104.1439,112.6583,74.02154,2.230519,1.462842,2.39799,-116.7316,164.7564,-57.84807,-181.3562,-54.90888,-116.9274,0,0.2870319,0
1441.458,38019,left,1,-81.69921,206.7631,-21.56177,-62.53246,-62.62957,108.3152,2.263362,1.490602,2.449026,-116.5296,164.003,-57.54553,-181.1093,-57.19785,-110.6418,0,0.3993329,0
1441.475,38021,left,1,-82.67171,206.2353,-19.12836,-56.15548,-30.47796,140.5132,2.281895,1.548604,2.505798,-115.8036,163.1843,-56.41803,-182.2382,-57.42295,-109.695,0,0.4485016,0
1441.493,38023,left,1,-83.85693,206.5669,-16.58347,-68.2922,19.11,146.6375,2.312059,1.611974,2.555295,-115.8147,163.9449,-55.38788,-183.7793,-55.65943,-110.8341,0,0.389439,0
1441.509,38025,left,1,-84.81178,204.3572,-13.43344,-55.20951,-127.7663,182.135,2.356111,1.642158,2.61444,-115.2636,162.8548,-54.56568,-186.2236,-55.12558,-112.607,0,0.3692786,0
1441.526,38025,left,1,-84.81178,204.3572,-13.43344,-55.20951,-127.7663,182.135,2.356111,1.642158,2.61444,-115.2636,162.8548,-54.56568,-186.2236,-55.12558,-112.607,0,0.3692786,0
1441.543,38027,left,1,-87.18872,202.0362,-10.5987,-135.0076,-131.8319,161.0101,2.394164,1.68559,2.64706,-117.0214,161.8648,-53.51395,-188.9788,-53.26311,-120.3095,0,0.2889906,0
1441.559,38029,left,1,-89.29649,198.9475,-7.817319,-121.7101,-178.3526,160.6063,2.436227,1.772338,2.685244,-118.1939,160.0982,-52.60304,-186.3154,-52.34532,-131.0044,0,0.2533351,0
1441.575,38031,left,1,-91.62823,197.5684,-5.032035,-136.2552,-80.58484,162.7584,2.47798,1.872769,2.714933,-119.7046,160.0114,-51.39611,-179.3811,-51.22381,-139.3618,0,0.2349285,0
1441.592,38033,left,1,-92.54189,194.9012,-1.240059,-52.52133,-153.3255,217.9798,2.525883,1.975198,2.741878,-119.8789,158.9778,-49.26318,-171.2573,-50.64188,-145.9037,0,0.2910167,0
1441.608,38035,left,1,-93.43097,192.2966,2.639005,-50.8134,-148.8597,221.6988,2.572843,2.084538,2.761735,-120.2395,158.0275,-46.81622,-163.333,-49.65463,-151.366,0,0.3355073,0
1441.625,38037,left,1,-94.02991,189.2968,5.558086,-34.32929,-171.9381,167.3114,2.606359,2.200109,2.760811,-121.2359,156.1608,-44.41446,-160.1105,-50.27103,-153.0157,0,0.3680831,0
1441.641,38039,left,1,-95.0193,185.396,7.909528,-57.38887,-226.2614,136.3945,2.653891,2.274766,2.751718,-123.1882,154.4296,-42.85804,-162.351,-49.494,-155.9996,0,0.3860175,0
1441.658,38041,left,1,-95.97252,181.6023,9.427038,-54.05286,-215.1261,86.05107,2.701709,2.346534,2.740505,-125.1654,152.8779,-42.02638,-164.7352,-47.98663,-160.3784,0,0.3997109,0
1441.674,38043,left,1,-97.26423,177.9872,10.9019,-75.73333,-211.9516,86.47149,2.764031,2.407255,2.724687,-127.7144,152.4515,-41.43506,-166.9889,-42.68729,-169.0983,0,0.3704236,0
1441.691,38045,left,1,-98.33637,174.8347,12.37035,-61.98093,-182.2498,84.89133,2.825156,2.397593,2.70241,-130.2238,152.9254,-40.64248,-169.4735,-35.69506,-177.7604,0,0.3869076,0
1441.707,38047,left,1,-99.27309,171.3852,13.64686,-54.37827,-200.2479,74.10419,2.891394,2.405875,2.676454,-132.7397,153.2664,-39.70482,-171.6527,-28.21739,-186.2277,0,0.3753038,0
1441.724,38049,left,1,-100.1631,168.4075,15.04739,-51.06205,-170.8397,80.35147,2.96905,2.437734,2.65596,-135.1033,154.4303,-38.53819,-177.7623,-18.76098,-193.7945,0,0.4315899,0
1441.741,38051,left,1,-101.0963,165.4238,16.01152,-53.69821,-171.6812,55.47691,3.037367,2.442111,2.631123,-137.6622,155.3907,-37.37555,-187.663,-6.85943,-201.9792,0,0.5363078,0
1441.758,38053,left,1,-102.8416,162.961,16.43847,-99.97118,-141.074,24.45574,3.079888,2.411483,2.613735,-140.5012,155.611,-36.63169,-197.7294,0.8808712,-206.0515,0,0.6012095,0
1441.774,38055,left,1,-104.9266,161.0328,16.7626,-121.085,-111.9772,18.82403,3.093509,2.28459,2.600732,-143.1415,155.5379,-36.12416,-206.4659,6.748464,-208.6677,0,0.5969678,0.02127055
1441.791,38057,left,1,-106.8126,158.4798,17.73072,-109.6119,-148.3818,56.26632,3.111684,2.166739,2.595465,-145.0581,154.7887,-35.23893,-211.4072,9.739038,-209.8182,0,0.6524889,0.1971953
1441.808,38059,left,1,-109.9281,156.2583,18.46023,-179.4323,-127.9414,42.01526,-3.11847,2.039396,2.617496,-146.8462,156.0116,-35.47284,-216.6708,14.96664,-211.9675,0,0.6845841,0.1484392
1441.825,38061,left,1,-113.9607,154.1184,19.26958,-232.0821,-123.155,46.57875,-3.046538,1.967077,2.683066,-147.5619,157.9968,-36.5657,-221.9008,20.26364,-213.8306,0,0.7163323,0
1441.841,38063,left,1,-117.3274,153.3414,21.04476,-195.1249,-45.03373,102.8848,-3.017522,1.787054,2.738056,-147.2616,159.5145,-36.39991,-219.8564,17.46021,-210.9568,0,0.635482,0.02638817
1441.858,38065,left,1,-121.0473,154.8173,25.72857,-211.9475,84.09357,266.8686,-3.00635,1.655401,2.827554,-145.5349,162.2006,-33.95758,-214.8743,16.97846,-207.2265,0,0.6273753,0.1491429
1441.874,38067,left,1,-124.1362,157.4204,30.27025,-178.3849,150.3309,262.2824,-3.002613,1.614598,2.884368,-145.1772,165.1733,-30.59209,-209.7532,17.80373,-203.8887,0,0.4885885,0.1212504
1441.891,38069,left,1,-128.4847,159.8704,31.35001,-251.5044,141.7003,62.4501,-3.034655,1.546971,2.936645,-146.2864,166.2812,-30.79167,-209.8735,20.04342,-205.4077,0,0.2552554,0.05689362
1441.907,38071,left,1,-134.9318,162.2753,29.60991,-374.2885,139.6189,-101.0217,-3.082965,1.559151,3.03253,-147.5055,165.7259,-34.06277,-209.3306,13.22836,-203.8912,0,0.1674587,0
1441.925,38073,left,1,-140.3235,163.8885,25.96472,-310.3145,92.84369,-209.7955,-3.114774,1.394352,3.131649,-146.1435,166.1219,-38.71923,-208.4589,14.96452,-209.5636,0,0.231332,0.05151207
1441.942,38075,left,1,-146.0355,168.2915,20.25049,-327.5577,252.4961,-327.6884,3.135559,1.375418,-3.111095,-148.8762,168.3539,-44.63991,-199.2582,9.588449,-212.4933,0,0.4019888,0.03461749
