Time,Frame.ID,Hand.Type,X..hands,Position.X,Position.Y,Position.Z,Velocity.X,Velocity.Y,Velocity.Z,Pitch,Roll,Yaw,Wrist.Pos.X,Wrist.Pos.Y,Wrist.Pos.Z,Elbow.pos.X,Elbow.Pos.Y,Elbow.Pos.Z,Grab.Strenth,Grab.Angle,Pinch.Strength
0,1,left,2,-66.09663,183.3169,-26.74624,-125.8124,195.1713,-152.0914,2.563468,0.7525509,2.187689,-116.6993,162.7774,-63.15388,-262.9439,-13.94406,-120.6135,0,0.5542464,0
0,1,right,2,-27.95539,170.2014,-36.56301,0,0,0,3.129481,-0.1788852,-2.746448,-4.194569,168.005,-95.81516,157.4305,46.8047,-217.8135,0,0.6066576,0.08953832
0.0160000000000764,2,left,2,-68.89433,186.1382,-30.38733,-160.9729,162.3315,-209.499,2.519041,0.8176112,2.193286,-119.0053,163.4976,-66.21304,-260.4399,-18.51434,-119.0094,0,0.4160306,0
0.0160000000000764,2,right,2,-27.95539,170.2014,-36.56301,0,0,0,3.129481,-0.1788852,-2.746448,-4.194569,168.005,-95.81516,157.4305,46.8047,-217.8135,0,0.6066576,0.08953832
0.0330000000001291,3,left,2,-72.83956,189.646,-34.48752,-228.7222,203.362,-237.7058,2.463085,0.9187081,2.214106,-121.9136,163.9167,-69.65614,-261.5474,-22.63982,-109.8883,0,0.2842202,0
0.0340000000001055,3,right,2,-31.70945,149.1006,-31.92064,-112.7617,-633.8101,139.4441,-2.949854,-0.07335922,-2.735824,-9.225308,159.7271,-92.06767,134.7096,63.23409,-252.2789,0,0.7341872,0.1917021
0.0500000000001819,4,left,2,-77.63635,191.2671,-36.51728,-272.6841,92.15089,-115.3862,2.425526,1.041717,2.238723,-125.4166,162.9544,-71.56792,-255.6361,-29.79276,-114.1234,0,0.2336542,0
0.0499999999999545,4,right,2,-34.27373,135.2202,-28.91065,-98.96885,-535.7192,116.171,-2.749131,0.144799,-2.680594,-9.588813,156.7561,-85.16138,163.3383,109.272,-238.58,0,0.5332976,0.03396904
0.0670000000000073,5,left,2,-81.25533,194.032,-35.64646,-208.1546,159.0316,50.08707,2.354421,1.130992,2.232498,-127.6523,162.3115,-69.81353,-236.0955,-38.96858,-130.1953,0,0.2284986,0
0.0670000000000073,5,right,2,-34.27373,135.2202,-28.91065,-98.96885,-535.7192,116.171,-2.749131,0.144799,-2.680594,-9.588813,156.7561,-85.16138,163.3383,109.272,-238.58,0,0.5332976,0.03396904
0.0830000000000837,6,left,2,-79.24134,196.8776,-31.94104,116.99,165.3005,215.2439,2.317691,1.134819,2.24088,-123.8522,163.0947,-66.60103,-215.8376,-41.09048,-142.5396,0,0.2490846,0
0.0830000000000837,6,right,2,-36.86736,117.4728,-23.80401,-74.94308,-512.8106,147.5565,-2.594137,0.3920932,-2.681084,-12.5592,147.8267,-75.65353,196.0083,161.1765,-185.2764,0,0.5971023,0
0.100000000000136,7,left,2,-77.75648,200.6565,-27.99273,85.25845,216.9777,226.7056,2.295871,1.209151,2.287334,-119.9567,164.448,-63.39879,-207.2826,-40.90321,-141.6586,0,0.2636953,0
0.100000000000136,7,right,2,-36.52152,111.2271,-26.3235,20.00587,-361.2972,-145.7443,-2.505748,0.5220174,-2.665679,-12.53301,146.6465,-75.04953,200.1504,200.7989,-161.8199,0,0.8017319,0
0.115999999999985,8,left,2,-77.76728,203.4355,-26.25209,-0.6261682,161.1459,100.936,2.23969,1.323158,2.322339,-117.457,163.3305,-60.54636,-200.1362,-45.99334,-133.1219,0,0.1559455,0
0.115999999999985,8,right,2,-36.56299,110.7057,-29.41352,-2.371425,-29.80865,-176.6839,-2.541059,0.652904,-2.686136,-12.99669,145.0036,-79.01521,197.6434,231.9228,-140.4285,0.03156481,0.9404765,0
0.133000000000038,9,left,2,-78.80917,205.8883,-24.71976,-59.98232,141.2104,88.2173,2.22105,1.416788,2.362487,-116.3678,163.4931,-58.62541,-190.3272,-51.45711,-123.7864,0,0.2107823,0
0.133000000000038,9,right,2,-34.58501,113.8853,-34.43417,115.106,185.028,-292.1697,-2.518541,0.7416015,-2.692109,-11.58941,149.6964,-83.05184,193.6849,258.5951,-124.2748,0,0.7192798,0
0.150000000000091,10,left,2,-80.61846,207.8455,-23.43378,-104.1439,112.6583,74.02154,2.230519,1.462842,2.39799,-116.7316,164.7564,-57.84807,-181.3562,-54.90888,-116.9274,0,0.2870319,0
