Time, Frame ID, Hand Type, # hands, Position X, Position Y, Position Z, Velocity X, Velocity Y, Velocity Z, Pitch, Roll, Yaw, Wrist Pos X, Wrist Pos Y, Wrist Pos Z, Elbow pos X, Elbow Pos Y, Elbow Pos Z, Grab Strenth, Grab Angle, Pinch Strength
340.1255,89142,right,1,65.99684,205.6176,36.23992,0,0,0,2.223947,-1.241132,-2.075323,118.759,170.9878,9.732235,213.1665,-51.77469,-39.81526,0,1.780958,0.03335966
340.1291,89142,right,1,65.99684,205.6176,36.23992,0,0,0,2.223947,-1.241132,-2.075323,118.759,170.9878,9.732235,213.1665,-51.77469,-39.81526,0,1.780958,0.03335966
340.143,89142,right,1,65.99684,205.6176,36.23992,0,0,0,2.223947,-1.241132,-2.075323,118.759,170.9878,9.732235,213.1665,-51.77469,-39.81526,0,1.780958,0.03335966
340.1602,89143,right,1,48.99169,200.7218,27.44382,-510.3586,-146.9345,-263.9888,2.050813,-0.471942,-1.801271,108.7253,173.6618,7.236719,238.7156,-31.02537,-39.63031,0,1.153127,0.3634362
340.1775,89144,right,1,39.64151,180.7379,22.70513,-361.4574,-772.5334,-183.1872,2.738802,-0.06774692,-1.738116,105.0045,173.0412,3.949532,277.2915,1.419029,-39.1074,0,1.156872,0.5079437
340.193,89146,right,1,43.31117,169.6546,19.76707,207.4002,-371.7486,-124.4569,-2.196037,0.1466757,-1.661905,110.4654,174.9732,4.910734,330.2569,71.15937,-38.73852,0.01384158,1.216397,0.6123222
340.2094,89148,right,1,47.82675,166.363,16.91454,121.3597,16.00215,-12.64323,-1.786914,0.2178595,-1.615107,115.2707,175.6974,4.564421,345.3047,97.0289,-38.86909,0,0.884342,0.3956353
340.2262,89150,right,1,47.69105,167.119,15.85839,-28.13798,30.62957,-47.07101,-1.512685,0.2139539,-1.557869,115.4053,178.0179,7.171203,346.4151,98.75243,-29.46682,0,0.9072565,0.396009
340.2424,89152,right,1,48.18651,166.0773,15.14272,94.71382,74.16231,8.638482,-1.32576,0.2152389,-1.50941,116.054,177.7927,9.991963,348.0552,95.08517,-8.056733,0.01319258,0.9213051,0.4074901
340.2595,89154,right,1,45.50827,160.7816,14.62086,-189.8874,-287.3033,-11.31495,-1.244317,0.2274273,-1.47527,113.2017,174.1736,12.18077,347.7245,96.78941,13.43656,0,1.079975,0.408128
340.2762,89156,right,1,45.94605,159.0481,14.47162,132.9576,-33.72656,-17.63316,-1.314584,0.2714034,-1.485818,113.0179,175.02,11.89133,350.0864,107.233,25.83126,0,1.088576,0.4907374
340.2929,89158,right,1,46.94627,159.4766,12.66198,-50.70949,-49.08922,-125.976,-1.258929,0.2360943,-1.474614,114.5039,173.8226,10.90886,351.881,108.001,28.52927,0,1.39353,0.768286
340.3243,89161,right,1,43.89074,157.8515,10.75041,-77.32983,-26.71011,-27.83588,-1.122505,0.2028687,-1.41225,111.336,172.9389,12.84159,348.259,107.1578,35.88887,0,1.891923,0.7853255
340.3282,89161,right,1,43.89074,157.8515,10.75041,-77.32983,-26.71011,-27.83588,-1.122505,0.2028687,-1.41225,111.336,172.9389,12.84159,348.259,107.1578,35.88887,0,1.891923,0.7853255
340.3428,89163,right,1,42.97211,156.9182,10.27428,-65.10268,-118.0221,-12.74685,-1.20156,0.2732241,-1.411508,109.1782,176.6858,12.41533,349.5634,127.6759,40.76758,0,1.997996,0.79615
