Time, Frame ID, Hand Type, # hands, Position X, Position Y, Position Z, Velocity X, Velocity Y, Velocity Z, Pitch, Roll, Yaw, Wrist Pos X, Wrist Pos Y, Wrist Pos Z, Elbow pos X, Elbow Pos Y, Elbow Pos Z, Grab Strenth, Grab Angle, Pinch Strength
477.7182,102880,right,1,-146.9883,224.9827,77.29478,0,0,0,1.422248,0.6646646,1.392864,-190.4972,174.5243,96.46606,-398.3492,125.5626,224.4881,0,0,0
477.7493,102882,right,1,-145.9989,222.4085,82.39732,56.92973,-148.1247,293.604,1.272886,-1.66058,1.148529,-180.5829,167.9033,105.027,-368.2813,130.9217,264.3726,0,0.6807361,1
477.7519,102882,right,1,-145.9989,222.4085,82.39732,56.92973,-148.1247,293.604,1.272886,-1.66058,1.148529,-180.5829,167.9033,105.027,-368.2813,130.9217,264.3726,0,0.6807361,1
477.7678,102886,right,1,-156.8108,217.5107,83.8101,-277.8559,-125.8668,36.30693,0.8455065,-1.680769,-0.636102,-141.1642,169.3618,124.2564,-349.952,180.6435,259.4219,0,1.024294,0.1414531
477.7852,102888,right,1,-161.9024,215.0901,84.70196,-295.4563,-140.4678,51.75325,0.9270898,-1.528718,-0.6775382,-145.9373,164.6648,121.3406,-353.6569,180.4149,257.6999,0,0.6861416,0.2099653
477.8029,102890,right,1,-164.7024,215.8182,84.39606,-161.5131,42.00111,-17.6456,1.014787,-1.399842,-0.812912,-144.9719,163.6556,116.1514,-347.0905,164.4509,261.5363,0,1.091215,0.4099113
477.819,102890,right,1,-164.7024,215.8182,84.39606,-161.5131,42.00111,-17.6456,1.014787,-1.399842,-0.812912,-144.9719,163.6556,116.1514,-347.0905,164.4509,261.5363,0,1.091215,0.4099113
477.8358,102890,right,1,-164.7024,215.8182,84.39606,-161.5131,42.00111,-17.6456,1.014787,-1.399842,-0.812912,-144.9719,163.6556,116.1514,-347.0905,164.4509,261.5363,0,1.091215,0.4099113
477.853,102894,right,1,-169.554,215.7938,84.24652,-139.5969,-0.7028554,-4.302597,1.061402,-1.361418,-0.9509053,-145.0717,163.6429,112.9,-338.3728,143.7805,268.5582,0,1.001394,0.541672
477.8691,102896,right,1,-171.3305,216.6617,84.43884,-102.3047,49.9813,11.07488,1.076111,-1.360546,-1.015224,-144.0238,165.3058,112.1573,-329.0521,138.9682,276.657,0,0.8959476,0.6639659
477.8854,102898,right,1,-173.9385,218.0698,84.9492,-148.6061,80.23257,29.08019,1.100522,-1.394138,-1.083612,-144.19,166.973,111.1164,-323.268,127.0126,279.4124,0,0.7461473,0.5606737
477.9024,102898,right,1,-173.9385,218.0698,84.9492,-148.6061,80.23257,29.08019,1.100522,-1.394138,-1.083612,-144.19,166.973,111.1164,-323.268,127.0126,279.4124,0,0.7461473,0.5606737
477.9188,102902,right,1,-177.406,220.4241,85.3287,-100.6074,68.30985,11.01143,1.103768,-1.550984,-1.112793,-146.6799,169.3946,111.3251,-323.283,118.7971,279.3745,0,0.6226178,0.7586705
477.9349,102904,right,1,-181.5436,221.2645,84.90396,-236.788,48.09571,-24.30719,1.077858,-1.466031,-1.127671,-148.2187,171.9835,110.9453,-322.5663,113.0484,278.6321,0,0.5457541,0.5856205
477.9517,102906,right,1,-183.7447,223.4627,85.41564,-126.3018,126.1358,29.36137,1.063357,-1.502241,-1.105591,-151.3017,173.9429,112.2123,-328.8078,115.968,276.8933,0,0.6699082,0.6844246
477.968,102908,right,1,-186.5637,225.3235,85.71413,-163.0801,107.649,17.26751,1.059535,-1.505162,-1.096392,-154.5313,175.75,112.825,-333.1031,120.6074,277.3264,0,0.7574486,0.7766933
477.985,102910,right,1,-189.9073,227.2299,86.28835,-194.1149,110.6801,33.33623,1.077683,-1.505979,-1.117037,-157.5201,177.2746,112.43,-335.1573,116.3808,275.9117,0,0.7694408,0.8842551
478.0017,102912,right,1,-192.4454,229.4498,87.54664,-146.5796,128.1963,72.66657,1.104775,-1.383058,-1.152958,-158.7099,179.5675,111.8695,-333.6896,111.5648,275.4148,0,0.6643494,1
478.0332,102914,right,1,-195.2846,231.5162,88.25398,-163.4597,118.9685,40.72466,1.12838,-1.251786,-1.188284,-159.8788,182.164,110.8951,-331.0501,108.4733,275.9992,0,0.5881297,1
478.0355,102914,right,1,-195.2846,231.5162,88.25398,-163.4597,118.9685,40.72466,1.12838,-1.251786,-1.188284,-159.8788,182.164,110.8951,-331.0501,108.4733,275.9992,0,0.5881297,1
478.0512,102914,right,1,-195.2846,231.5162,88.25398,-163.4597,118.9685,40.72466,1.12838,-1.251786,-1.188284,-159.8788,182.164,110.8951,-331.0501,108.4733,275.9992,0,0.5881297,1
478.0691,102919,right,1,-202.9544,238.1228,89.80506,-147.1321,126.737,29.75454,1.140092,-1.044429,-1.23228,-164.1098,190.7625,110.3051,-329.7311,104.0971,274.7678,0,0.5597294,1
478.133,102927,left,1,-135.6019,205.4775,87.05463,0,0,0,1.253296,-0.3243001,1.513018,-201.6732,193.0657,97.22404,-316.4216,-13.59737,175.4066,0,0,0
478.1356,102927,left,1,-135.6019,205.4775,87.05463,0,0,0,1.253296,-0.3243001,1.513018,-201.6732,193.0657,97.22404,-316.4216,-13.59737,175.4066,0,0,0
478.1516,102929,left,1,-125.0063,196.8527,83.61725,610.7977,-497.1891,-198.154,1.488556,-2.973747,1.557739,-190.226,180.1873,98.29849,-292.2344,-6.147511,228.1559,0,0.147413,0
478.169,102931,left,1,-113.849,177.9733,75.00753,641.7042,-1085.838,-495.1812,0.3216695,-3.035811,1.411085,-177.6709,165.6892,99.24479,-287.7206,-0.9641083,247.9224,0,0,0
478.1849,102931,left,1,-113.849,177.9733,75.00753,641.7042,-1085.838,-495.1812,0.3216695,-3.035811,1.411085,-177.6709,165.6892,99.24479,-287.7206,-0.9641083,247.9224,0,0,0
478.2021,102935,left,1,-106.2092,158.5837,66.26528,220.6774,-560.0673,-252.5202,0.1208397,-3.108618,1.335266,-169.9978,148.4411,93.62819,-334.4403,39.04685,245.2227,0,0.221413,0
