Utc Time,Frame #,hand ID,# hands in Frame,hand:,X pos,Y pos,Z pos,X_velocity,Y_velocity,Z_velocity,Pitch,Roll,yaw,Grab Strength,Pinch Strenght,arm pos x,arm pos y,arm pos z,elbow pos x,elbow pos y,elbow pos z,Sync Mode
1527067235,1465109,532,2,Left hand,-348.9005432128906,304.09893798828125,131.70709228515625,-5.815274238586426,10.63757038116455,12.239609718322754,70.88935260031349,130.19246393099365,-66.563848389967,1.0,0.5286566615104675,0.027112886309623718,0.732216477394104,-0.6805320978164673,-320.21405029296875,60.023685455322266,320.78271484375,3
1527067235,1465109,533,2,Right hand,102.6041259765625,275.463623046875,-58.909671783447266,-96.77400207519531,-6.334395408630371,106.666259765625,105.4152898992038,-52.48050017591254,-114.69354874964665,0.0,0.0,-0.6003062725067139,0.7344935536384583,0.31646737456321716,291.021484375,32.47649383544922,-164.51136779785156,3
1527067235,1465110,532,2,Left hand,-349.03082275390625,304.27978515625,131.87274169921875,-14.531808853149414,20.172286987304688,18.475341796875,70.90771897920604,130.1362924546038,-66.54260650140031,1.0,0.5259232521057129,0.02557213045656681,0.7325504422187805,-0.6802322864532471,-319.9883728027344,60.087520599365234,320.8603515625,3
1527067235,1465110,533,2,Right hand,101.98114013671875,275.30596923828125,-58.06388854980469,-69.48314666748047,-17.581789016723633,94.33255004882812,105.25401547063893,-52.671718154148266,-114.39687947958419,0.0,0.0,-0.6005961894989014,0.7332708835601807,0.3187444806098938,290.6463928222656,32.674232482910156,-164.11180114746094,3
1527067235,1465111,532,2,Left hand,-349.093017578125,304.3977966308594,131.90679931640625,-6.92262601852417,13.13498592376709,3.7911174297332764,70.7692710431138,130.196193214324,-66.38306011071563,1.0,0.5224348902702332,0.024792637676000595,0.7322545647621155,-0.6805796027183533,-319.8343811035156,60.318389892578125,321.09368896484375,3
1527067235,1465111,533,2,Right hand,101.06922149658203,274.6215515136719,-56.881534576416016,-101.5049819946289,-76.1822280883789,131.6065673828125,105.13156383776959,-52.8968958333337,-114.52309454673014,0.0,0.0,-0.6041597723960876,0.7287849187850952,0.3222786486148834,290.3111572265625,32.91599655151367,-163.81077575683594,3
1527067235,1465112,532,2,Left hand,-349.1148681640625,304.46112060546875,131.9761505126953,-2.427914619445801,7.031599521636963,7.703057289123535,70.62662254063298,130.2150718574103,-66.20216254843626,1.0,0.5191816687583923,0.02462974563241005,0.7319559454917908,-0.6809066534042358,-319.8318176269531,60.47669982910156,321.3701171875,3
1527067235,1465112,533,2,Right hand,99.96382904052734,273.7561340332031,-55.597564697265625,-122.766845703125,-96.11591339111328,142.59967041015625,105.18576821965553,-53.11226536075651,-114.83613578042423,0.0,0.0,-0.6081556677818298,0.7238370776176453,0.3258935511112213,290.0151062011719,33.235618591308594,-163.56707763671875,3
1527067235,1465113,532,2,Left hand,-349.11712646484375,304.5238342285156,132.08644104003906,-0.24826601147651672,6.884261131286621,12.102591514587402,70.67276046901497,130.1490922292578,-66.24232406122474,1.0,0.5144813656806946,0.024098210036754608,0.7315772175788879,-0.6813325881958008,-319.724853515625,60.61227035522461,321.56585693359375,3
1527067235,1465113,533,2,Right hand,99.21222686767578,272.9818420410156,-54.42626190185547,-82.48506164550781,-84.97667694091797,128.54534912109375,105.59558640482919,-52.981607255503604,-115.35426027653102,0.0,0.0,-0.6102955341339111,0.7207208871841431,0.32878679037094116,289.9191589355469,33.49187088012695,-163.50177001953125,3
1527067235,1465114,532,2,Left hand,-349.07061767578125,304.53411865234375,132.17726135253906,5.167818546295166,1.1423969268798828,10.08871078491211,70.64608174980549,130.12879290680758,-66.19930752932987,1.0,0.512326180934906,0.023126745596528053,0.7318629026412964,-0.6810593605041504,-319.4419860839844,60.543548583984375,321.6094055175781,3
1527067235,1465114,533,2,Right hand,98.41773223876953,272.1864929199219,-53.331390380859375,-88.25688934326172,-88.35150146484375,121.6253433227539,105.56214579826246,-53.14138245752815,-115.43261620760404,0.0,0.02655866928398609,-0.6134769916534424,0.7161297798156738,0.33287256956100464,289.8518981933594,33.82659149169922,-163.47801208496094,3
1527067235,1465115,532,2,Left hand,-348.9754333496094,304.4663391113281,132.21383666992188,10.56919002532959,-7.525648593902588,4.062240123748779,70.6248535216173,130.17596219376628,-66.25740511908816,1.0,0.509803295135498,0.022423043847084045,0.7320274710655212,-0.6809060573577881,-319.08917236328125,60.481895446777344,321.6141357421875,3
1527067235,1465115,533,2,Right hand,97.64868927001953,271.08795166015625,-52.2303466796875,-85.38314819335938,-121.96585845947266,122.24310302734375,105.4283355606708,-53.34562902175776,-115.43312164160852,0.0,0.040368154644966125,-0.6178106665611267,0.710375189781189,0.33716028928756714,290.02850341796875,34.076271057128906,-163.42691040039062,3
1527067235,1465116,532,2,Left hand,-349.0133972167969,304.5231628417969,132.28221130371094,-4.1637678146362305,6.227923393249512,7.493385314941406,70.69659782949657,130.16835336294207,-66.40738924482321,1.0,0.5043423771858215,0.02149287424981594,0.7317923903465271,-0.6811886429786682,-318.832275390625,60.61868667602539,321.6966247558594,3
1527067235,1465116,533,2,Right hand,96.98933410644531,269.77325439453125,-51.18863296508789,-72.27395629882812,-144.1065216064453,114.18540954589844,105.77322596683643,-53.23049935176414,-115.74196913910328,0.0,0.042667098343372345,-0.6213086843490601,0.705848217010498,0.3402262032032013,290.5490417480469,34.228736877441406,-163.45985412597656,3
